facility_number,facility_type,age_years,expected_life_years,condition_index,remaining_service_life,year_constructed
422,Heating - Cooling Plant,12,60,70,61.38,2013
3783,Pump Station,16,40,70,24.67,2009
5879,Fuel Farm,25,40,70,9.57,2000
6060,Water Treatment Facility,25,30,70,8.99,2000
8238,Dorm Facility,32,50,70,13.97,1993
8980,UPS Building,50,50,8,0.0,1975
8296,Fuel Farm,8,40,70,31.96,2017
2042,Maintenance Shop,4,40,70,33.78,2021
161,Fuel Building,9,50,70,34.94,2016
4492,Radome Facility,30,30,70,0.0,1995
3195,Dorm Facility,36,50,70,18.33,1989
5520,Pump Station,32,40,70,2.66,1993
4174,Receiver Station,30,30,70,0.0,1995
6509,Radome Facility,29,30,70,0.0,1996
1817,UPS Building,32,50,70,24.53,1993
5620,Receiver Station,30,30,34,0.0,1995
1314,Water Treatment Facility,30,30,70,0.0,1995
9674,Fuel intake Facility,24,30,70,6.22,2001
3459,Data Center,4,40,70,34.07,2021
9054,Standby Generator,30,30,70,0.0,1995
5996,Ground monitoring Station,24,30,70,13.08,2001
6519,UPS Building,43,50,70,8.8,1982
2231,Dorm Facility,21,50,70,24.98,2004
3215,Fuel intake Facility,30,30,70,1.08,1995
1300,Antenna support building,15,30,70,13.18,2010
5035,Dorm Facility,16,50,70,39.2,2009
3452,Pump Station,22,40,71,16.73,2003
522,Dorm Facility,16,50,70,30.98,2009
7199,Antenna support building,3,30,70,35.0,2022
4028,Receiver Station,30,30,70,8.66,1995
5682,Pump Station,38,40,70,7.06,1987
9475,Substation,20,30,70,2.16,2005
5620,Dorm Facility,8,50,70,41.17,2017
8470,UPS Building,10,50,70,47.32,2015
5930,Standby Generator,30,30,90,4.31,1995
9256,Fuel intake Facility,20,30,70,3.86,2005
2277,Storage Facility,16,60,70,47.04,2009
2692,Switching Station,26,30,70,7.6,1999
2178,Substation,30,30,70,0.0,1995
8738,Ops Facility T1,45,50,28,6.61,1980
8238,Data Center,12,40,39,28.11,2013
645,Data Center,36,40,69,4.01,1989
8592,Dorm Facility,31,50,2,14.21,1994
2972,Water Treatment Facility,29,30,69,0.0,1996
5256,Standby Generator,23,30,70,17.49,2002
6086,Fuel Building,28,50,70,18.15,1997
2923,Data Center,27,40,70,8.31,1998
3107,Communication Facility,45,60,70,8.36,1980
9590,Fuel intake Facility,15,30,70,18.21,2010
530,Storage Facility,16,60,69,40.13,2009
1209,Heating - Cooling Plant,39,60,69,22.86,1986
8034,Data Center,36,40,70,6.3,1989
1216,Standby Generator,30,30,70,0.0,1995
1006,Entry control point,30,30,70,0.0,1995
9398,Fuel Farm,24,40,70,16.82,2001
2075,Antenna support building,8,30,69,16.28,2017
2123,Antenna support building,3,30,70,32.84,2022
9613,Antenna support building,30,30,70,7.14,1995
7946,Storage Facility,52,60,70,14.05,1973
5848,Ground Terminal T1,19,30,70,18.99,2006
6022,Communication Facility,35,60,70,20.7,1990
9386,Heating - Cooling Plant,27,60,70,43.41,1998
5504,Storage Facility,35,60,70,25.24,1990
1628,Power generation Facility,40,60,70,19.27,1985
4671,Communication Facility,48,60,70,11.9,1977
4289,Antenna support building,30,30,70,2.63,1995
600,Water Treatment Facility,15,30,70,16.34,2010
1348,Ops Facility T1,21,50,70,22.03,2004
2042,Ground Terminal T1,21,30,70,16.73,2004
7096,Switching Station,30,30,70,0.0,1995
1532,Pump Station,35,40,69,0.0,1990
7289,Fuel Farm,40,40,28,10.57,1985
3963,Fuel intake Facility,22,30,70,9.49,2003
7402,Receiver Station,16,30,46,18.02,2009
7496,Receiver Station,28,30,70,9.47,1997
1956,Ground monitoring Station,4,30,70,38.76,2021
3464,Water Treatment Facility,30,30,70,0.0,1995
9052,Entry control point,19,30,86,4.09,2006
1724,Heating - Cooling Plant,58,60,70,2.32,1967
135,Antenna support building,25,30,70,6.43,2000
5001,Data Center,18,40,70,22.29,2007
9936,Storage Facility,35,60,70,25.63,1990
896,Fuel Building,33,50,70,12.48,1992
3213,Truck fill stand,13,30,70,23.62,2012
4810,Standby Generator,23,30,70,15.14,2002
103,Dorm Facility,46,50,95,0.0,1979
6726,Truck fill stand,1,30,70,35.49,2024
8326,Fuel Building,11,50,71,44.71,2014
3314,Fuel Building,31,50,70,30.16,1994
4948,Admin Office,23,40,70,15.57,2002
3366,Storage Facility,44,60,70,14.11,1981
1465,Power generation Facility,16,60,70,50.64,2009
8767,Entry control point,21,30,70,16.45,2004
8885,Communication Facility,23,60,70,33.1,2002
1933,Substation,30,30,70,0.0,1995
2231,Switching Station,25,30,94,0.0,2000
6052,Pump Station,36,40,70,9.49,1989
6554,Fuel Building,36,50,70,18.79,1989
2243,Standby Generator,24,30,7,2.08,2001
9579,Ops Facility T1,8,50,70,45.67,2017
9293,Truck fill stand,30,30,70,0.0,1995
9930,Heating - Cooling Plant,13,60,70,42.39,2012
4842,Substation,30,30,70,6.04,1995
1453,Communication Facility,39,60,69,13.03,1986
7380,Switching Station,11,30,24,17.98,2014
424,Entry control point,9,30,86,21.62,2016
4078,Ground monitoring Station,30,30,70,5.63,1995
3209,Heating - Cooling Plant,37,60,70,18.4,1988
3319,Fuel intake Facility,30,30,70,0.15,1995
2030,UPS Building,46,50,70,7.03,1979
1981,Communication Facility,11,60,71,42.12,2014
3520,Entry control point,22,30,89,4.31,2003
8441,Pump Station,33,40,70,0.0,1992
151,Equipment Pad,20,20,70,0.0,2005
5014,Fuel Farm,32,40,70,9.66,1993
2015,Ground Terminal T1,27,30,70,2.44,1998
513,Communication Facility,40,60,70,26.56,1985
7927,Fuel Building,38,50,70,15.37,1987
770,Storage Facility,54,60,70,9.46,1971
7361,Pump Station,40,40,70,9.17,1985
3290,Power generation Facility,10,60,70,51.66,2015
7346,Standby Generator,13,30,70,16.67,2012
1171,Ground Terminal T1,26,30,70,0.0,1999
8536,Central Utility Plant,8,50,70,46.41,2017
7814,Pump Station,20,40,70,19.69,2005
4065,Equipment Pad,20,20,70,0.0,2005
1924,Communication Facility,23,60,88,34.99,2002
5189,Entry control point,29,30,70,0.0,1996
1598,Ground monitoring Station,18,30,70,17.15,2007
2463,Receiver Station,28,30,2,1.44,1997
3652,Water Treatment Facility,21,30,69,8.47,2004
917,Communication Facility,41,60,69,10.59,1984
347,Data Center,13,40,70,24.68,2012
7882,Power generation Facility,21,60,70,40.98,2004
2096,Radome Facility,30,30,70,0.0,1995
4186,Standby Generator,27,30,70,0.0,1998
4983,Ground Terminal T1,23,30,70,4.09,2002
8422,Power generation Facility,5,60,70,53.02,2020
498,Communication Facility,4,60,71,59.71,2021
5020,Data Center,15,40,70,24.04,2010
4704,Fuel Building,29,50,70,28.9,1996
6340,Central Utility Plant,13,50,70,33.34,2012
6127,Central Utility Plant,32,50,70,21.51,1993
4748,Water Treatment Facility,4,30,70,19.42,2021
4907,Dorm Facility,29,50,70,19.83,1996
5378,Fuel Farm,14,40,24,28.51,2011
3198,Heating - Cooling Plant,22,60,70,34.27,2003
5047,Switching Station,30,30,70,0.0,1995
7092,Admin Office,31,40,70,13.23,1994
1260,Ground Terminal T1,19,30,70,8.56,2006
1953,Ground Terminal T1,29,30,70,0.0,1996
582,Utility corridor,21,60,91,47.67,2004
8124,Fuel Building,45,50,99,12.26,1980
3359,Receiver Station,18,30,70,9.12,2007
2111,Fuel Building,39,50,70,7.82,1986
